"","customerid","urban","frequency","menu","partysize","monthlybasepayment","tenure","monthlyaddons","rating","churn","churn_prediction","addons_prediction"
"16352","cid0016352",1,"once-a-month","convenience",3,33.990002,8,0,3,0,0.025775363724363,15.3568308300148
"16353","cid0016353",1,"once-a-month","healthy",5,57.990002,2,6,4,0,0.0512138577065829,23.504685570181
"16354","cid0016354",0,"once-a-month","convenience",3,33.990002,2,25,3,0,0.135727962495007,14.416649082317
"16355","cid0016355",1,"once-a-week","convenience",5,155.99001,2,0,4,0,0.0503376198539298,24.6484253289191
"16356","cid0016356",0,"twice-a-week","convenience",6,243.99001,7,10,3,0,0.324284692968408,17.3621467806227
"16357","cid0016357",0,"once-a-month","convenience",2,27.99,3,28,4,0,0.0255151776228544,20.2858505504057
"16358","cid0016358",0,"once-a-month","convenience",2,27.99,9,20,3,0,0.0547201185968129,13.3473909200989
"16359","cid0016359",0,"once-a-week","convenience",5,155.99001,37,3,4,0,0.0123567642188649,23.1323127906119
"16360","cid0016360",0,"twice-a-week","healthy",3,224.99001,1,5,2,1,0.380824925041979,6.94700479441747
"16361","cid0016361",0,"twice-a-week","convenience",5,222.99001,2,56,4,0,0.157226310732274,23.3156308034347
"16362","cid0016362",1,"once-a-month","healthy",5,57.990002,24,0,1,1,0.39266086491663,2.63311830944514
"16363","cid0016363",0,"once-a-month","convenience",4,39.990002,10,0,1,1,0.496154103216533,1.56684670655994
"16364","cid0016364",0,"twice-a-week","convenience",3,172.99001,3,0,1,1,0.600712586021204,0.797195454148636
"16365","cid0016365",0,"twice-a-week","convenience",6,243.99001,2,0,4,0,0.253047082207669,24.2865593184756
"16366","cid0016366",0,"once-a-month","convenience",2,27.99,25,17,3,0,0.0168807997940637,13.1226374408366
"16367","cid0016367",1,"once-a-month","convenience",3,33.990002,12,0,1,0,0.236317282967477,1.59228830903238
"16368","cid0016368",1,"once-a-month","convenience",4,39.990002,1,0,2,1,0.176183218214974,9.57191191664953
"16369","cid0016369",1,"twice-a-week","convenience",6,243.99001,4,7,3,0,0.236344475616441,18.4287523604055
"16370","cid0016370",1,"once-a-week","convenience",2,97.989998,9,0,1,0,0.177931179502978,1.07477890986887
"16371","cid0016371",1,"once-a-month","convenience",5,43.990002,1,0,2,0,0.284778398805883,10.5428404316904
"16372","cid0016372",1,"once-a-month","ethnic",4,47.990002,6,25,3,0,0.12188330433871,16.3682217563887
"16373","cid0016373",1,"once-a-month","convenience",3,33.990002,28,9,3,0,0.0153296240467283,15.075888980937
"16374","cid0016374",0,"twice-a-week","healthy",2,182.99001,10,0,4,0,0.017916414450937,19.5580065984584
"16375","cid0016375",0,"twice-a-week","healthy",5,289.98999,1,0,2,1,0.546380572870888,8.8888618244993
"16376","cid0016376",1,"once-a-month","convenience",3,33.990002,3,0,1,0,0.282044356612202,1.71871214111739
"16377","cid0016377",0,"once-a-month","convenience",5,43.990002,12,57,3,0,0.157339067205334,16.21803518786
"16378","cid0016378",1,"once-a-month","convenience",3,33.990002,41,40,4,0,0.00304906866050919,21.7474538546199
"16379","cid0016379",0,"once-a-month","convenience",4,39.990002,9,11,4,0,0.0518969513244567,22.1434250257641
"16380","cid0016380",0,"twice-a-week","ethnic",3,206.99001,11,51,5,0,0.0214157194753058,28.1138952432765
"16381","cid0016381",0,"once-a-month","convenience",3,33.990002,2,0,1,1,0.595435468642899,0.708294931150152
"16382","cid0016382",0,"twice-a-week","ethnic",5,267.98999,1,0,2,0,0.724374169063067,9.63369197114692
"16383","cid0016383",0,"once-a-month","convenience",6,47.990002,1,9,4,0,0.248920127756293,24.1976587954771
"16384","cid0016384",1,"once-a-month","convenience",5,43.990002,2,1,3,0,0.122440926651764,17.38297041482
"16385","cid0016385",1,"once-a-month","ethnic",5,52.990002,9,47,4,0,0.0891083762152113,24.1511860696514
"16386","cid0016386",1,"once-a-month","convenience",2,27.99,4,0,2,0,0.0539083829293013,7.58791360920603
"16387","cid0016387",0,"once-a-month","convenience",5,43.990002,2,0,1,1,0.689558133941181,2.65015196123198
"16388","cid0016388",1,"once-a-month","convenience",5,43.990002,5,4,5,0,0.0164103035919542,31.0491832886252
"16389","cid0016389",0,"once-a-week","convenience",3,120.99,2,4,3,0,0.142222310707916,14.8279269208328
"16390","cid0016390",0,"once-a-month","ethnic",5,52.990002,2,0,2,1,0.688345883980878,9.51669726324065
"16391","cid0016391",0,"once-a-month","convenience",3,33.990002,20,31,3,0,0.0384772211254415,14.163801418147
"16392","cid0016392",1,"once-a-month","convenience",5,43.990002,39,0,2,0,0.126922750125377,10.0090509184426
"16393","cid0016393",1,"once-a-month","convenience",4,39.990002,4,0,1,1,0.384715148915894,2.67559356370442
"16394","cid0016394",0,"twice-a-week","healthy",4,259.98999,3,0,1,1,0.665228718269657,1.03566204896716
"16395","cid0016395",0,"once-a-month","convenience",4,39.990002,39,0,2,0,0.0389138392026651,8.01365810098057
"16396","cid0016396",0,"twice-a-week","ethnic",3,206.99001,34,0,5,0,0.00379987099690341,27.790812116837
"16397","cid0016397",1,"once-a-month","convenience",2,27.99,6,48,3,0,0.0129835683030315,14.4139964998817
"16398","cid0016398",1,"twice-a-week","convenience",4,199.99001,1,11,5,0,0.00737928318721126,30.2373907588522
"16399","cid0016399",0,"once-a-month","convenience",6,47.990002,32,53,3,0,0.0611703072621322,16.9080218538231
"16400","cid0016400",1,"twice-a-week","convenience",3,172.99001,6,35,3,0,0.0298494968160297,15.487872630375
"16401","cid0016401",1,"once-a-month","ethnic",4,47.990002,21,40,4,0,0.0286140982114361,23.0116924451638
"16402","cid0016402",1,"once-a-month","ethnic",3,40.990002,45,62,5,0,0.00178614350909442,28.557810786813
"16403","cid0016403",1,"once-a-week","convenience",5,155.99001,12,31,2,0,0.238983043249021,10.7996002532134
"16404","cid0016404",0,"once-a-month","ethnic",3,40.990002,1,0,1,1,0.788366462455199,0.734710250029279
"16405","cid0016405",0,"once-a-month","ethnic",5,52.990002,27,0,2,0,0.24852119887649,9.1655199518934
"16406","cid0016406",1,"twice-a-week","convenience",3,172.99001,11,44,2,0,0.0885713439930389,8.56346009252209
"16407","cid0016407",1,"once-a-month","convenience",3,33.990002,7,0,2,0,0.0892314393719219,8.51670084688527
"16408","cid0016408",0,"once-a-month","healthy",6,62.990002,14,21,4,0,0.117185973445467,23.2825846733541
"16409","cid0016409",0,"once-a-month","convenience",3,33.990002,11,46,5,0,0.00838774754498756,27.9985794013989
"16410","cid0016410",0,"once-a-month","convenience",2,27.99,16,0,1,0,0.292619529230571,0
"16411","cid0016411",1,"once-a-month","convenience",4,39.990002,46,0,4,0,0.00642978182165544,22.6481469073913
"16412","cid0016412",1,"once-a-month","healthy",5,57.990002,7,22,4,0,0.0451420879900557,23.4344501079116
"16413","cid0016413",0,"once-a-month","convenience",2,27.99,9,1,2,0,0.167964173034387,6.49321384451545
"16414","cid0016414",0,"once-a-week","convenience",2,97.989998,26,2,3,0,0.0165248251925901,13.5198681868985
"16415","cid0016415",1,"twice-a-week","convenience",5,222.99001,8,0,2,0,0.267258776044583,10.5474583999656
"16416","cid0016416",0,"twice-a-week","convenience",6,243.99001,20,0,2,0,0.270216303467094,10.3253575031387
"16417","cid0016417",0,"twice-a-week","convenience",2,140.99001,2,23,3,0,0.0980002398497606,13.5486681827285
"16418","cid0016418",1,"once-a-month","convenience",4,39.990002,5,0,3,0,0.0572772251364549,16.3699006224174
"16419","cid0016419",1,"twice-a-week","convenience",3,172.99001,9,0,1,0,0.269822621001734,1.73737720184642
"16420","cid0016420",0,"twice-a-week","convenience",3,172.99001,16,0,3,0,0.0564275283560078,14.3229374034149
"16421","cid0016421",1,"once-a-month","convenience",2,27.99,1,49,4,0,0.00364282311397582,21.3384090377346
"16422","cid0016422",1,"once-a-week","ethnic",6,204.99001,25,53,4,1,0.140342125519245,25.3086389439458
"16423","cid0016423",0,"twice-a-week","ethnic",3,206.99001,19,0,1,0,0.511447951084691,0.584810201311631
"16424","cid0016424",1,"once-a-month","healthy",3,44.990002,4,0,2,0,0.102380604089098,7.82638020402456
"16425","cid0016425",1,"once-a-month","convenience",4,39.990002,9,0,1,1,0.353850499297438,2.60535810143496
"16426","cid0016426",1,"once-a-month","healthy",2,35.990002,3,0,1,0,0.205354620008564,0.0153217058540945
"16427","cid0016427",1,"once-a-month","ethnic",2,32.990002,11,42,1,0,0.313228261874179,0.647775112870594
"16428","cid0016428",1,"once-a-month","convenience",5,43.990002,3,17,3,0,0.119620330649643,17.3689233223661
"16429","cid0016429",0,"once-a-month","convenience",6,47.990002,15,41,5,0,0.0523600936662348,30.8551765767061
"16430","cid0016430",1,"once-a-week","convenience",3,120.99,29,26,3,0,0.0157544396166583,15.4731197269989
"16431","cid0016431",1,"once-a-month","ethnic",2,32.990002,20,0,1,0,0.264306644478936,0.521351280785582
"16432","cid0016432",1,"once-a-month","ethnic",4,47.990002,5,0,4,0,0.0430830617764349,23.2364459244261
"16433","cid0016433",0,"once-a-month","convenience",3,33.990002,5,0,1,1,0.539570146642885,0.666153653788483
"16434","cid0016434",1,"once-a-month","healthy",4,51.990002,14,28,1,0,0.340230167939912,1.80266071894313
"16435","cid0016435",0,"once-a-month","convenience",6,47.990002,20,0,2,1,0.251348106852897,10.2224098876863
"16436","cid0016436",0,"once-a-week","convenience",5,155.99001,1,0,1,0,0.716728692257838,3.0754768922016
"16437","cid0016437",1,"once-a-month","healthy",2,35.990002,1,10,3,0,0.015891279352817,13.7517700419288
"16438","cid0016438",1,"once-a-month","healthy",3,44.990002,7,14,4,0,0.00803485918838772,21.4925930778298
"16439","cid0016439",1,"once-a-month","convenience",4,39.990002,10,0,2,0,0.144172623262288,9.44548808456451
"16440","cid0016440",0,"once-a-month","convenience",3,33.990002,1,20,3,1,0.144887126146879,14.4306961747709
"16441","cid0016441",0,"once-a-week","healthy",3,156.99001,4,0,4,0,0.047640336797178,20.921547891286
"16442","cid0016442",0,"once-a-month","convenience",6,47.990002,4,0,2,0,0.530927624510893,10.4471633669486
"16443","cid0016443",1,"once-a-month","convenience",3,33.990002,2,11,2,0,0.100608549691066,8.58693630915472
"16444","cid0016444",1,"once-a-month","ethnic",5,52.990002,6,0,3,0,0.227425383987849,17.3391502714297
"16445","cid0016445",1,"once-a-month","convenience",2,27.99,4,9,5,0,0.00082129186638864,28.1504448359563
"16446","cid0016446",0,"once-a-month","convenience",4,39.990002,52,0,3,0,0.00558127879958612,14.6852229746634
"16447","cid0016447",1,"twice-a-week","ethnic",2,168.99001,2,9,4,0,0.00912759743575186,21.4396777871583
"16448","cid0016448",1,"once-a-month","convenience",5,43.990002,12,22,3,0,0.0966805428649473,17.2424994902811
"16449","cid0016449",0,"once-a-month","convenience",3,33.990002,26,27,4,0,0.00821903746489885,20.9336959390071
"16450","cid0016450",1,"twice-a-week","ethnic",4,239.99001,15,51,4,0,0.0366916149371453,23.1989226153395
"16451","cid0016451",0,"once-a-month","ethnic",6,57.990002,1,6,5,0,0.272937353606873,31.0642040974858
"16452","cid0016452",1,"once-a-month","convenience",2,27.99,33,0,1,0,0.0978747219172064,0.326370852459777
"16453","cid0016453",0,"once-a-month","convenience",3,33.990002,19,0,2,0,0.1167434417549,7.32367143501746
"16454","cid0016454",1,"once-a-week","convenience",6,170.99001,3,0,1,0,0.644228865142206,5.04277552475586
"16455","cid0016455",1,"once-a-week","convenience",3,120.99,20,0,1,0,0.209024672346528,1.89118940791699
"16456","cid0016456",0,"once-a-week","convenience",4,139.99001,14,50,2,0,0.222091340666876,8.77611325084355
"16457","cid0016457",1,"twice-a-week","convenience",3,172.99001,2,59,4,0,0.00939743738352448,22.398238075774
"16458","cid0016458",0,"once-a-month","ethnic",2,32.990002,2,0,3,0,0.18772122832589,13.4580887937014
"16459","cid0016459",0,"once-a-month","convenience",3,33.990002,21,0,2,0,0.101967696685215,7.29557725010968
"16460","cid0016460",1,"once-a-week","convenience",4,139.99001,21,3,2,0,0.117280468975702,9.70224790608745
"16461","cid0016461",0,"once-a-week","convenience",4,139.99001,2,28,2,1,0.415313426393119,8.94467836029023
"16462","cid0016462",0,"once-a-month","convenience",3,33.990002,9,2,5,0,0.00975041514223333,28.0266735863067
"16463","cid0016463",1,"once-a-month","convenience",3,33.990002,3,0,3,0,0.0293222331504237,15.4270662922843
"16464","cid0016464",1,"twice-a-week","convenience",5,222.99001,5,59,5,0,0.0180678233912823,31.1521309040776
"16465","cid0016465",1,"once-a-month","convenience",6,47.990002,13,51,3,0,0.181032191942944,18.1993809128681
"16466","cid0016466",1,"once-a-month","convenience",4,39.990002,16,0,4,0,0.0141342588503957,23.0695596810081
"16467","cid0016467",0,"twice-a-week","convenience",5,222.99001,3,49,4,0,0.147421592626344,23.3015837109808
"16468","cid0016468",1,"twice-a-week","ethnic",2,168.99001,1,4,4,1,0.00937055321693468,21.4537248796122
"16469","cid0016469",0,"once-a-month","convenience",5,43.990002,7,0,2,1,0.391728200868343,9.43409357454597
"16470","cid0016470",0,"once-a-month","convenience",6,47.990002,2,57,1,1,0.731813024750542,3.62108047627289
"16471","cid0016471",0,"twice-a-week","healthy",6,317.98999,1,0,2,1,0.627641002551111,9.85979033954021
"16472","cid0016472",1,"once-a-month","convenience",4,39.990002,1,0,3,0,0.0632803147133451,16.426088992233
"16473","cid0016473",1,"twice-a-week","convenience",3,172.99001,3,5,5,0,0.00255525746442789,29.2383680589035
"16474","cid0016474",0,"once-a-month","convenience",5,43.990002,24,41,4,0,0.0308296080751037,22.9036471539967
"16475","cid0016475",0,"twice-a-week","convenience",3,172.99001,2,27,3,0,0.147628291645128,14.5195966977694
"16476","cid0016476",1,"once-a-month","convenience",3,33.990002,54,39,2,0,0.0274047052028392,7.85648750155244
"16477","cid0016477",1,"once-a-month","healthy",5,57.990002,6,37,5,0,0.0171686530157157,30.3026742759489
"16478","cid0016478",0,"twice-a-week","ethnic",6,292.98999,1,0,1,1,0.883949610520894,3.75044341060439
"16479","cid0016479",1,"once-a-month","convenience",2,27.99,2,35,4,0,0.00354784166093896,21.3243619452807
"16480","cid0016480",0,"once-a-month","convenience",2,27.99,2,15,2,0,0.255701893538315,6.59154349169268
"16481","cid0016481",0,"once-a-month","convenience",3,33.990002,48,0,1,0,0.0427982517604273,0.0621286782712103
"16482","cid0016482",0,"twice-a-week","ethnic",6,292.98999,10,0,5,0,0.172863287580336,31.0407278808531
"16483","cid0016483",0,"once-a-month","convenience",4,39.990002,23,0,2,0,0.120107747908802,8.23841158024281
"16484","cid0016484",1,"once-a-month","convenience",5,43.990002,52,0,3,0,0.0357342229951315,16.6806157921255
"16485","cid0016485",0,"once-a-month","convenience",4,39.990002,20,23,4,0,0.0231865216260617,21.9889070087714
"16486","cid0016486",0,"once-a-month","convenience",3,33.990002,5,25,3,0,0.111144408444044,14.3745078049554
"16487","cid0016487",1,"once-a-month","convenience",5,43.990002,8,0,2,0,0.248526764803689,10.4445107845132
"16488","cid0016488",1,"once-a-month","convenience",4,39.990002,30,50,3,0,0.0303617216220551,16.0187233110702
"16489","cid0016489",1,"once-a-month","convenience",5,43.990002,3,62,4,0,0.0466126155930097,24.2231003979495
"16490","cid0016490",0,"once-a-month","convenience",5,43.990002,6,7,2,1,0.409968138390318,9.44814066699986
"16491","cid0016491",0,"once-a-month","healthy",4,51.990002,24,0,4,0,0.0184858912443925,21.2002567187334
"16492","cid0016492",0,"once-a-week","convenience",4,139.99001,5,6,2,0,0.361257146286654,8.90253708292856
"16493","cid0016493",0,"once-a-month","ethnic",3,40.990002,14,0,4,0,0.046137095439747,21.114629274879
"16494","cid0016494",1,"twice-a-week","healthy",5,289.98999,26,0,3,1,0.0805053786354864,16.4163258911566
"16495","cid0016495",1,"twice-a-week","convenience",4,199.99001,15,57,4,0,0.0159770808434912,23.1865543889143
"16496","cid0016496",0,"once-a-month","convenience",6,47.990002,1,52,5,0,0.137947981164582,31.0518358710605
"16497","cid0016497",1,"once-a-week","ethnic",5,186.99001,1,0,4,1,0.113229410008921,24.6748406477983
"16498","cid0016498",1,"once-a-month","ethnic",5,52.990002,2,19,3,0,0.246596602525739,17.3953386412452
"16499","cid0016499",1,"twice-a-week","convenience",4,199.99001,45,0,2,0,0.0684231631906082,9.05678746413073
"16500","cid0016500",1,"once-a-month","ethnic",5,52.990002,5,17,1,0,0.700115463264366,3.64484321271667
"16501","cid0016501",1,"twice-a-week","convenience",2,140.99001,2,26,4,0,0.00391135707870956,21.4273095607331
"16502","cid0016502",0,"once-a-month","convenience",4,39.990002,1,62,5,0,0.036049633036775,29.1099788409787
"16503","cid0016503",1,"once-a-month","healthy",4,51.990002,2,25,4,0,0.0218545604336106,22.5337570551401
"16504","cid0016504",1,"twice-a-week","convenience",4,199.99001,1,63,5,0,0.00737928318721126,30.2373907588522
"16505","cid0016505",1,"once-a-week","convenience",2,97.989998,32,0,1,0,0.105244072059217,0.751695783429395
"16506","cid0016506",0,"once-a-month","healthy",2,35.990002,4,25,3,0,0.0834013516240839,12.685164462146
"16507","cid0016507",0,"twice-a-week","convenience",4,199.99001,6,0,4,0,0.070474464700509,22.2885139185782
"16508","cid0016508",0,"once-a-month","convenience",2,27.99,42,0,3,0,0.00469844625691519,12.8838368691205
"16509","cid0016509",1,"once-a-month","convenience",3,33.990002,28,0,1,0,0.168371259992033,1.36753482977014
"16510","cid0016510",1,"twice-a-week","convenience",2,140.99001,1,9,2,0,0.0637090865958196,7.73300250202007
"16511","cid0016511",1,"once-a-month","convenience",5,43.990002,5,0,1,1,0.498794788951911,3.63247498629144
"16512","cid0016512",0,"once-a-month","healthy",4,51.990002,3,0,2,0,0.401355974494287,7.78689150909823
"16513","cid0016513",1,"once-a-month","convenience",5,43.990002,22,27,5,0,0.0105184331155476,30.8103827169091
"16514","cid0016514",0,"once-a-month","convenience",6,47.990002,13,0,3,0,0.216225615644729,17.174916610447
"16515","cid0016515",0,"twice-a-week","healthy",4,259.98999,2,0,1,1,0.681926600168386,1.04970914142105
"16516","cid0016516",0,"once-a-month","convenience",4,39.990002,3,46,5,0,0.0311270549430469,29.0818846560709
"16517","cid0016517",1,"once-a-week","convenience",2,97.989998,5,14,1,0,0.193977752415758,1.13096727968443
"16518","cid0016518",0,"once-a-month","convenience",3,33.990002,5,0,2,0,0.276828927312984,7.52033072937192
"16519","cid0016519",0,"once-a-month","convenience",5,43.990002,5,0,2,0,0.428459139908129,9.46218775945375
"16520","cid0016520",1,"once-a-month","convenience",5,43.990002,9,0,1,1,0.472308301722692,3.57628661647588
"16521","cid0016521",1,"once-a-month","ethnic",3,40.990002,2,0,3,0,0.0678328807027858,15.4534816111634
